21
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.142857	0.000000	0.000000
0.142857	0.000000	0.000000
0.142857	0.000000	0.000000
0.285714	0.000000	0.000000
0.285714	0.000000	0.000000
0.285714	0.000000	0.000000
0.428571	0.000000	0.000000
0.428571	0.000000	0.000000
0.428571	0.000000	0.000000
0.571429	0.000000	0.000000
0.571429	0.000000	0.000000
0.571429	0.000000	0.000000
0.714286	0.000000	0.000000
0.714286	0.000000	0.000000
0.714286	0.000000	0.000000
0.857143	0.000000	0.000000
0.857143	0.000000	0.000000
0.857143	0.000000	0.000000
